100 10000
11 87 62
23 93 4
30 38 94
73 94 32
4 74 5
20 54 94
52 57 23
18 95 93
61 77 69
44 88 78
3 93 14
50 89 66
45 74 56
73 94 92
7 53 40
38 81 98
18 95 52
45 52 100
2 86 61
37 54 36
31 34 60
71 95 29
42 56 71
38 81 44
73 94 13
12 71 4
0 57 67
7 33 7
4 81 2
20 54 24
3 93 49
16 99 75
1 9 91
16 99 12
12 71 47
68 81 19
42 56 78
25 75 78
73 94 59
11 70 71
6 9 32
45 52 28
7 33 86
33 67 39
15 24 94
3 74 52
23 93 14
15 24 42
34 90 57
0 57 8
67 74 69
15 24 81
78 92 72
15 24 76
30 38 12
38 82 98
67 85 5
27 66 72
6 9 30
28 94 73
1 42 80
23 93 98
11 70 41
47 53 58
38 81 67
1 9 34
16 45 39
46 72 65
73 94 99
4 89 25
16 99 87
42 56 46
7 33 36
73 94 55
26 48 7
1 9 20
27 86 72
27 86 37
28 94 1
29 50 13
11 28 78
3 93 59
28 32 18
12 71 12
17 45 67
2 86 84
23 93 11
17 19 32
65 99 50
39 49 72
28 32 16
22 58 49
12 71 44
34 90 91
52 57 92
27 86 58
27 66 63
16 45 32
71 95 14
26 48 2
3 51 40
60 61 99
15 24 73
44 88 27
38 81 40
27 66 41
1 9 43
38 81 80
1 9 12
7 33 14
67 85 52
39 49 23
18 95 5
61 77 42
11 61 23
55 62 36
23 93 91
3 51 65
10 93 15
38 81 85
38 81 23
3 74 36
16 45 63
28 94 64
22 58 12
62 83 78
22 58 64
18 95 30
38 81 22
73 94 23
11 87 19
16 45 18
70 76 65
23 93 49
33 67 7
11 28 14
3 34 93
18 95 68
28 32 78
20 54 50
0 57 76
11 28 28
55 62 60
78 92 79
1 9 86
1 9 79
1 55 14
4 81 82
43 45 46
70 76 20
1 88 64
15 37 26
4 81 77
20 54 20
1 42 40
0 57 4
16 99 62
15 24 83
1 9 35
25 75 47
18 95 85
45 52 63
44 88 59
71 95 41
2 86 94
52 57 66
78 92 25
20 54 38
15 37 11
20 40 74
23 93 94
50 89 43
7 53 54
67 74 26
1 9 28
4 81 98
68 81 5
22 58 3
22 58 37
1 55 84
45 52 42
2 86 4
68 81 74
7 53 95
73 94 3
11 87 16
25 75 43
43 45 31
81 94 100
51 75 3
68 81 53
3 93 97
23 93 48
20 54 92
0 57 34
42 81 72
11 87 55
24 94 62
28 32 17
42 56 92
27 66 89
2 86 69
23 93 45
30 38 92
67 85 13
50 89 16
11 28 12
42 56 31
38 81 76
28 32 38
16 45 44
38 81 68
68 81 33
43 45 30
0 57 66
42 81 87
16 45 19
2 86 15
38 81 56
15 24 76
23 93 53
0 57 37
34 90 40
17 19 71
52 57 70
1 55 18
28 94 60
38 81 14
60 61 4
5 11 10
26 48 93
3 93 52
0 57 52
30 38 2
80 98 12
43 45 2
33 67 32
47 53 35
7 33 64
13 40 28
4 74 50
26 48 87
46 72 53
36 91 72
3 34 45
11 28 45
15 24 15
45 74 15
11 28 5
7 33 99
20 40 10
3 93 99
4 81 68
17 45 77
68 81 14
18 95 30
73 94 84
36 91 65
0 57 76
4 89 46
27 66 77
7 53 49
44 88 52
38 81 97
45 52 19
15 24 85
14 46 67
52 57 71
3 93 29
23 93 58
1 9 56
46 72 62
38 81 9
73 94 44
27 86 2
26 48 18
23 93 100
13 40 93
4 74 37
33 67 99
23 93 90
17 19 91
0 57 42
2 86 76
30 38 99
12 71 8
2 86 50
27 86 26
16 45 13
1 55 8
42 56 20
46 72 34
42 81 66
38 81 72
23 93 50
1 9 68
17 19 14
52 57 78
1 9 93
1 9 45
23 93 7
30 38 58
13 48 65
11 61 92
2 86 61
0 57 12
34 90 56
23 93 5
4 89 9
3 74 51
73 94 41
11 61 86
38 81 5
80 98 42
7 33 52
16 45 96
1 55 45
17 19 70
30 38 1
42 56 30
38 81 66
7 53 69
20 54 2
20 54 41
23 93 79
16 99 6
81 94 16
26 48 21
67 74 43
27 66 33
73 94 72
45 52 39
73 94 50
39 49 58
15 37 14
17 19 36
12 71 11
11 61 38
7 53 55
27 66 57
13 40 31
38 82 34
65 99 89
4 81 61
1 88 71
16 99 73
45 96 8
16 45 1
7 53 26
50 89 73
50 89 70
42 81 83
0 57 58
73 94 62
20 54 98
30 38 96
45 52 13
28 94 75
7 53 69
7 33 19
33 67 55
78 92 86
1 9 30
4 81 53
38 81 82
23 93 94
15 24 44
18 95 35
18 95 67
1 9 8
42 81 99
38 81 63
4 89 4
6 9 63
31 34 60
23 93 68
11 28 32
23 93 45
1 88 66
27 86 73
1 55 22
55 62 92
30 38 81
73 94 1
68 81 98
30 38 85
60 61 78
23 93 61
4 81 66
22 58 80
23 93 57
31 34 79
16 45 41
60 98 65
47 53 8
71 95 36
16 99 26
15 24 63
67 85 89
12 71 72
51 75 80
23 93 12
3 93 92
60 98 89
15 37 11
67 85 17
3 93 47
42 56 86
68 81 15
16 45 40
11 28 57
11 70 55
16 99 24
68 81 92
0 57 22
67 74 47
65 71 53
42 56 68
4 81 16
1 9 53
23 93 19
2 86 89
16 45 1
28 94 53
60 98 98
23 93 57
34 90 77
46 98 42
45 52 92
45 52 69
4 81 87
28 94 85
23 93 34
44 88 19
1 9 57
1 88 49
80 98 4
3 74 1
27 86 16
45 96 64
38 81 16
33 67 83
42 81 74
42 56 39
15 24 82
38 81 99
17 19 66
73 94 10
55 62 48
23 93 68
3 93 82
46 98 33
17 45 4
17 45 36
26 48 44
23 93 44
0 57 97
23 93 20
15 24 31
60 98 25
12 71 91
11 28 26
16 45 18
6 9 31
3 74 6
38 81 53
38 81 75
23 93 13
15 37 54
38 81 70
38 81 94
23 93 6
11 28 40
2 86 94
30 38 61
50 89 37
16 99 87
2 86 93
38 82 8
50 89 2
16 45 66
7 33 21
63 80 10
7 33 100
27 66 82
1 9 15
14 46 22
73 94 89
1 9 40
22 69 12
27 86 36
22 58 11
3 93 83
7 33 8
73 94 8
73 94 61
17 45 20
38 82 66
71 95 86
1 9 87
17 19 39
16 45 48
20 54 77
7 33 67
7 33 63
16 45 61
0 57 33
73 94 6
11 28 51
3 93 44
4 81 60
55 62 2
68 81 96
4 89 83
71 95 12
31 34 58
7 33 63
2 86 6
71 95 23
73 94 59
3 34 95
67 85 30
3 74 93
7 53 14
16 45 24
4 81 83
12 71 55
70 76 69
42 81 43
1 42 30
28 94 61
73 94 15
6 9 30
15 24 16
1 9 13
71 95 52
4 74 64
70 76 84
51 75 76
31 34 96
2 86 2
17 19 94
60 98 90
11 61 91
16 99 81
46 98 38
11 28 2
1 9 71
15 24 100
12 71 44
50 89 84
1 55 75
23 93 79
3 74 95
3 74 62
61 77 22
18 95 74
7 53 62
1 42 50
20 54 16
20 54 44
4 89 33
6 9 2
50 89 31
16 45 59
41 70 77
73 94 99
34 90 16
18 95 24
26 48 22
26 48 68
16 99 93
73 94 36
12 71 51
23 93 19
7 33 13
4 74 14
10 93 42
0 57 74
45 74 64
38 81 50
1 9 81
46 72 20
67 85 97
73 94 75
33 67 57
18 95 99
15 24 21
31 34 93
70 76 33
1 55 93
1 9 45
7 53 74
38 81 59
4 81 35
11 28 48
4 81 26
71 95 15
16 45 62
27 86 33
20 54 34
68 81 97
12 71 78
7 33 100
42 56 13
28 94 34
15 24 22
15 24 27
42 56 87
27 86 79
18 95 41
63 80 95
52 57 75
2 86 50
46 72 31
15 24 73
45 52 92
1 9 93
30 38 63
73 94 16
8 60 41
23 93 57
1 9 49
20 54 33
23 93 50
0 57 99
15 24 61
15 24 43
73 94 3
23 93 19
80 98 94
42 56 5
1 9 39
68 81 19
15 37 42
17 19 9
31 34 97
3 93 47
3 93 23
68 81 10
26 48 75
22 58 60
15 24 19
1 9 62
52 57 65
50 89 46
9 59 13
52 57 18
27 66 94
11 28 27
18 95 19
27 86 68
16 45 30
67 74 93
9 59 89
28 32 64
67 85 95
2 86 19
13 48 92
20 54 7
42 56 74
1 55 81
42 56 88
8 60 88
34 90 22
23 93 74
4 89 100
11 61 44
15 24 45
3 35 55
63 80 15
42 81 66
30 38 90
27 86 35
46 98 88
6 9 28
11 28 26
27 86 25
45 52 79
11 87 41
16 45 56
73 94 43
3 74 79
11 87 19
38 81 85
23 93 37
7 33 73
23 93 81
73 94 54
52 57 94
16 45 71
6 9 79
42 81 3
17 45 3
31 34 59
2 86 19
3 74 36
30 38 100
50 89 31
4 89 69
38 81 31
18 95 62
73 94 5
67 74 2
3 74 13
52 57 82
52 57 39
3 51 33
4 89 20
61 77 32
12 71 28
23 93 25
45 52 14
15 24 77
43 45 75
17 45 63
27 86 60
15 24 54
68 81 90
47 53 53
4 89 54
11 70 47
23 93 60
43 45 73
1 9 58
9 59 87
11 28 71
1 9 46
70 76 80
6 9 62
17 45 48
4 89 69
11 61 84
1 55 58
30 38 85
11 28 27
1 55 40
2 86 30
1 9 37
13 48 21
14 46 57
11 28 63
16 45 100
17 45 32
73 94 78
12 71 28
15 24 22
73 94 35
16 45 76
20 54 4
26 48 54
27 66 84
7 33 44
42 81 15
28 94 41
11 28 41
42 81 19
38 81 9
73 94 65
11 61 21
73 94 3
12 71 13
23 93 19
0 57 50
73 94 52
16 99 29
68 81 95
1 9 36
68 81 62
13 40 4
15 24 90
17 45 64
46 72 23
11 87 89
73 94 68
23 93 63
43 45 89
70 76 74
20 54 26
13 48 92
4 89 97
44 88 65
7 33 39
10 93 21
38 82 67
17 45 70
1 55 51
22 52 73
2 86 14
68 81 60
16 45 71
60 61 95
30 38 20
20 40 3
23 93 16
23 93 78
23 93 75
67 74 71
38 81 48
12 71 42
8 60 12
45 52 86
47 53 26
42 56 90
4 74 45
1 9 50
11 28 91
1 55 13
42 56 49
68 81 9
11 87 13
4 89 24
9 59 87
38 81 67
15 37 53
37 54 13
11 61 88
23 93 56
23 93 65
10 93 42
32 36 15
1 9 76
7 53 79
12 71 13
45 52 4
42 81 53
55 62 38
38 81 4
11 28 2
15 24 62
4 81 39
1 88 33
3 74 41
15 24 73
20 40 21
11 61 60
27 66 62
3 93 10
23 93 89
33 67 4
18 95 30
7 53 99
33 67 72
22 69 4
17 45 47
67 74 6
11 28 94
27 66 72
2 86 31
4 74 81
62 83 9
45 52 97
23 93 2
15 37 10
31 34 97
4 89 22
45 52 39
4 74 74
3 93 70
38 81 92
11 28 87
23 93 13
27 86 36
67 85 17
31 34 6
3 74 89
28 94 82
68 81 1
3 93 92
73 94 34
2 86 71
61 77 37
3 93 11
47 53 46
1 9 2
67 74 21
27 86 83
7 33 17
42 56 20
42 56 25
8 60 71
50 89 93
11 28 1
45 74 25
38 81 84
1 42 37
33 67 67
46 72 39
23 93 32
3 35 100
11 61 92
52 57 10
23 93 63
15 24 93
15 24 4
18 95 17
38 81 54
1 9 90
27 66 54
16 99 97
7 53 62
28 32 74
38 82 15
28 94 7
42 56 61
0 57 15
23 93 29
27 86 86
27 66 28
17 45 96
32 36 83
11 28 81
12 71 4
1 42 96
23 93 38
4 89 74
61 77 43
67 74 54
22 58 23
12 71 60
10 93 67
55 62 42
17 45 92
38 81 83
4 81 23
14 46 56
3 74 33
0 57 86
15 24 2
23 93 83
10 93 57
13 40 16
4 89 79
16 45 84
18 95 23
12 71 87
27 86 71
73 94 6
30 38 87
38 81 87
11 28 15
27 86 8
12 71 77
30 38 76
63 80 15
16 45 94
3 74 80
15 24 4
52 57 80
18 95 96
11 28 88
0 57 84
4 89 49
8 60 99
7 53 78
67 74 77
4 81 85
44 88 54
38 81 78
71 95 71
67 85 17
17 19 30
4 81 51
38 81 58
71 95 9
17 45 95
1 55 23
27 66 37
45 52 6
67 85 91
4 74 1
11 61 24
7 33 54
67 85 4
11 61 4
4 81 85
15 24 60
7 33 95
15 24 70
68 81 31
0 57 51
4 81 27
3 34 35
17 19 44
38 82 82
23 93 77
4 74 93
33 67 50
4 74 19
12 71 6
22 58 100
16 45 5
11 61 44
1 55 70
73 94 43
60 98 99
25 75 99
67 85 96
18 95 81
73 94 21
3 93 94
23 93 54
15 24 51
7 53 13
7 53 87
3 74 41
16 99 11
27 86 33
73 94 2
52 57 74
4 89 10
45 52 16
55 62 29
1 42 32
4 81 78
16 99 96
3 74 61
60 98 10
46 98 74
27 66 29
15 24 35
27 86 48
67 74 53
38 82 96
47 84 30
11 61 74
1 55 66
1 9 28
4 89 17
27 66 49
38 81 87
67 74 50
3 93 81
43 45 99
34 90 72
31 34 51
71 95 28
11 28 74
4 89 74
73 94 40
15 24 33
68 81 65
0 57 22
45 74 81
30 38 64
13 48 10
14 46 28
30 38 44
27 86 75
1 55 36
31 34 17
73 94 46
18 95 74
23 93 29
7 33 36
17 19 87
38 82 60
7 53 20
1 9 92
34 90 99
26 48 31
68 81 14
23 93 32
4 81 88
2 86 98
68 81 98
11 28 6
20 54 84
16 99 31
38 81 31
1 9 30
7 33 77
73 94 71
33 67 38
78 92 55
51 75 32
1 9 85
36 91 70
1 9 18
16 45 3
70 76 39
3 93 61
7 53 94
55 62 13
3 93 81
44 88 68
52 57 89
23 93 32
11 61 18
30 38 50
26 48 29
16 99 86
23 93 85
30 38 89
8 60 53
52 57 81
67 74 55
23 93 55
16 99 67
55 62 86
67 74 42
3 93 53
71 95 85
52 57 77
11 28 97
52 57 70
4 81 88
71 95 60
0 57 89
27 86 83
7 53 13
27 66 37
11 87 30
3 74 6
61 77 52
43 45 58
0 57 79
16 45 73
73 94 92
38 81 64
15 24 75
42 81 45
55 62 1
30 38 24
42 81 99
47 53 65
17 19 36
12 71 51
73 94 24
1 55 37
0 57 64
3 93 8
73 94 39
46 98 63
33 67 30
7 53 80
4 81 46
2 86 57
23 93 23
71 95 33
16 45 62
68 81 93
12 71 38
38 82 76
1 9 59
11 28 79
73 94 97
4 81 78
20 54 83
43 45 77
20 54 82
73 94 2
14 46 91
68 81 89
27 86 43
3 74 29
12 71 41
0 57 99
73 94 87
14 46 11
68 81 6
71 95 42
1 55 56
45 52 6
31 34 8
4 89 50
20 54 30
45 52 41
27 86 95
73 94 7
61 77 26
3 93 87
52 57 2
43 45 25
12 71 8
52 57 18
45 52 83
42 56 4
50 89 39
28 94 23
38 81 23
4 74 68
4 81 98
11 61 48
71 95 7
23 93 90
3 51 56
10 93 94
38 81 79
81 94 13
4 89 50
31 34 36
1 9 53
7 33 92
73 94 45
1 9 64
67 85 75
12 71 33
16 45 71
23 93 25
1 42 83
73 94 80
4 81 10
11 28 47
16 99 71
68 81 94
11 28 16
2 86 55
15 24 61
23 93 77
2 86 71
7 53 95
68 81 97
11 28 52
73 94 4
52 57 7
68 81 99
15 24 48
3 34 68
0 57 53
43 45 13
20 40 39
73 94 35
20 54 27
7 33 60
1 9 24
33 67 1
30 38 3
4 81 71
45 52 44
38 81 88
17 45 67
73 94 79
0 57 52
15 24 15
38 81 87
38 81 39
11 87 37
2 86 56
45 52 97
15 24 14
27 86 45
28 94 64
45 52 25
28 94 83
7 33 7
63 80 49
44 88 18
60 98 54
2 86 31
38 81 95
52 57 96
3 93 23
36 91 56
15 24 20
68 81 16
47 84 43
23 93 38
15 37 29
33 67 5
3 93 23
7 33 84
12 71 29
73 94 21
0 57 62
2 86 95
11 28 20
61 77 45
27 86 73
4 81 17
6 9 6
73 94 46
39 49 5
18 95 46
3 93 60
73 94 13
42 56 36
0 57 53
23 93 88
31 34 38
6 9 76
61 77 39
7 53 8
73 94 82
23 93 57
31 34 64
30 38 100
16 45 62
17 45 36
23 93 7
38 81 29
0 57 40
23 93 29
67 85 8
67 85 27
43 45 100
68 81 74
11 28 53
18 95 23
3 74 12
60 98 52
15 24 23
17 45 42
23 93 34
71 95 35
18 95 27
11 28 1
7 53 39
18 95 28
11 28 37
37 54 5
7 53 59
1 9 66
11 61 35
2 86 24
1 9 58
71 95 39
68 81 64
23 93 91
8 60 42
78 92 32
16 45 41
60 61 88
42 81 19
7 53 72
15 24 65
73 94 40
28 32 91
68 81 55
20 54 57
73 94 82
12 71 64
7 33 90
15 24 73
11 61 10
7 33 19
34 90 8
55 62 71
4 89 76
65 71 12
78 92 54
16 99 27
61 77 93
1 55 4
45 74 20
26 48 65
38 81 75
3 93 31
38 81 5
27 86 7
2 86 62
20 54 36
38 81 41
73 94 60
68 81 4
14 46 82
3 34 8
4 81 42
38 81 59
68 81 92
67 74 90
7 53 85
1 55 38
30 38 45
17 45 77
43 45 82
12 71 96
4 81 71
38 81 11
51 75 63
47 53 13
61 77 10
26 48 60
12 71 12
65 71 70
16 45 22
12 71 1
55 62 39
4 81 9
1 55 90
1 9 3
67 74 1
4 89 60
80 98 7
12 71 95
22 58 22
1 55 59
42 56 69
2 86 48
45 52 96
11 28 25
38 82 68
3 34 51
27 86 87
28 94 95
52 57 23
38 81 31
28 94 19
1 9 83
38 82 82
23 93 20
38 81 52
67 74 59
23 93 27
26 48 29
16 99 11
80 98 75
15 24 13
11 28 50
51 75 95
38 82 30
71 95 24
45 52 10
44 88 11
73 94 1
52 57 64
73 94 53
67 85 62
67 74 78
73 94 72
26 48 62
15 24 81
1 9 72
28 94 94
12 71 13
0 57 81
15 24 68
11 87 55
63 80 23
23 93 22
68 81 23
15 37 74
11 28 60
38 81 100
17 45 31
52 57 58
20 54 9
38 81 5
4 89 49
22 52 40
18 95 86
15 24 35
45 74 13
38 81 18
15 37 8
7 33 84
4 81 22
30 38 38
4 74 24
73 94 80
2 86 65
7 33 80
47 53 21
12 71 48
46 98 71
20 54 4
42 81 88
41 70 9
61 77 18
14 46 19
27 86 45
70 76 39
47 53 77
38 81 57
27 66 43
2 86 40
15 24 2
2 86 27
23 93 84
1 9 13
43 45 69
38 81 28
73 94 22
68 81 56
30 38 95
7 53 62
73 94 70
0 57 41
4 89 30
47 53 75
33 67 88
16 45 95
73 94 35
27 86 91
15 24 25
3 93 98
73 94 58
14 46 87
67 74 45
73 94 56
11 70 33
38 81 61
45 52 16
16 45 73
11 61 88
0 57 99
7 33 16
27 86 68
17 45 33
0 57 86
12 71 98
3 51 87
38 81 52
15 37 53
4 81 78
23 93 70
3 93 12
73 94 6
52 57 40
63 80 29
61 77 41
3 74 1
68 81 63
23 93 61
11 87 89
34 90 39
4 81 10
15 24 89
10 93 65
4 89 86
10 93 68
67 74 82
14 46 93
68 81 64
18 95 46
39 49 48
2 86 24
30 38 13
6 9 35
2 86 36
11 61 35
4 81 16
71 95 71
45 96 24
7 53 85
11 28 70
4 89 16
15 24 89
8 60 8
14 46 25
63 80 11
15 24 97
2 86 87
51 75 96
45 52 48
18 95 68
61 77 67
50 89 59
1 9 36
68 81 33
16 99 69
27 86 91
17 45 8
34 90 63
45 52 46
3 93 16
2 86 54
23 93 17
39 49 74
7 33 67
27 86 45
16 45 28
31 34 39
12 71 71
1 55 51
8 60 67
68 81 41
50 89 64
4 81 15
65 99 9
50 89 67
45 52 23
61 77 17
38 81 40
7 53 21
3 74 5
12 71 1
16 45 73
3 74 41
1 88 79
28 94 63
23 93 89
15 24 9
38 82 79
15 24 6
3 74 63
27 86 59
62 83 62
68 81 56
4 74 63
42 81 1
67 85 89
7 33 90
8 60 99
3 74 44
46 72 33
1 9 34
1 55 45
45 52 15
17 19 6
26 48 61
1 55 82
17 19 4
38 81 17
7 53 68
26 48 94
26 48 54
20 54 44
23 93 30
1 42 80
1 55 47
46 72 67
71 95 59
38 81 25
27 66 22
2 86 21
38 81 69
16 45 45
17 19 85
1 42 4
81 94 76
23 93 87
45 52 81
28 94 94
0 57 77
73 94 95
38 81 63
68 81 89
7 53 52
11 61 93
11 61 43
47 53 34
13 40 54
73 94 60
47 84 52
34 90 77
55 62 38
73 94 24
20 54 14
12 71 41
33 67 92
38 81 77
26 48 4
7 33 88
27 86 40
42 56 86
38 81 34
26 48 14
31 34 14
10 93 63
2 86 100
0 57 28
33 67 58
45 52 63
20 54 94
60 98 91
10 93 75
11 28 22
38 81 60
38 81 79
32 36 25
15 24 63
42 81 1
78 92 74
11 61 55
73 94 18
3 74 59
73 94 33
3 74 100
73 94 49
27 66 69
15 24 87
68 81 39
23 93 24
17 45 25
45 52 4
9 59 38
26 48 15
45 52 79
2 86 30
7 33 16
50 89 60
26 48 48
42 81 40
1 42 2
38 81 26
15 24 65
3 34 87
3 93 59
38 81 62
12 71 42
4 89 23
73 94 57
43 45 68
15 24 78
22 69 2
18 95 84
1 9 6
4 89 53
50 89 12
20 54 35
4 81 13
52 57 48
3 93 59
23 93 26
0 57 65
23 93 62
16 45 13
15 24 17
9 59 64
73 94 76
34 90 52
23 93 84
1 55 87
18 95 85
20 54 74
73 94 4
55 62 42
38 81 36
4 89 36
14 46 42
26 48 73
28 94 54
4 81 53
27 86 72
2 86 3
73 94 28
78 92 35
6 9 72
38 81 62
78 92 89
4 81 46
45 52 54
1 55 93
38 82 26
18 95 60
26 48 69
39 49 28
50 89 79
73 94 18
4 81 2
0 57 58
7 53 78
7 33 81
22 58 13
2 86 18
7 53 46
63 80 49
18 95 72
3 93 51
73 94 18
23 93 63
4 89 60
31 34 100
1 9 17
12 71 82
38 81 94
8 60 73
67 74 54
73 94 69
20 54 99
34 90 68
12 71 32
14 46 19
23 93 12
12 71 53
1 9 71
23 93 76
73 94 65
32 36 45
46 98 36
73 94 19
27 66 51
9 59 53
52 57 76
20 54 5
42 81 96
14 46 3
71 95 84
61 77 13
22 58 98
11 28 49
16 99 96
28 94 83
16 99 31
28 94 27
0 57 69
23 93 84
15 24 80
32 36 29
2 86 13
81 94 92
73 94 95
60 98 74
12 71 66
11 28 83
11 61 43
15 24 31
42 81 4
50 89 52
16 45 54
8 60 71
4 81 40
23 93 12
73 94 21
26 48 43
63 80 34
23 93 12
73 94 96
11 87 67
46 98 27
14 46 35
71 95 54
3 93 85
11 28 24
20 54 18
60 61 38
67 74 55
9 59 66
7 53 13
73 94 44
4 81 63
11 28 59
16 99 91
43 45 29
46 72 1
0 57 91
22 58 7
73 94 69
16 45 85
71 95 4
73 94 35
23 93 47
61 77 24
52 57 84
12 71 45
15 24 96
15 24 75
67 85 28
4 89 65
10 93 74
11 87 26
15 24 47
55 62 69
38 81 80
7 33 7
17 45 33
36 91 93
60 98 7
11 28 97
45 52 18
73 94 8
71 95 79
16 45 20
8 60 59
33 67 3
28 94 3
7 53 17
4 89 46
67 74 93
12 71 88
67 74 19
20 40 39
11 61 43
15 37 57
38 81 62
38 81 100
8 60 35
67 74 57
3 74 86
27 86 55
3 34 48
30 38 46
67 74 68
38 81 11
30 38 85
16 45 69
34 90 57
10 93 63
4 89 59
67 74 82
7 33 68
23 93 83
11 28 9
33 67 65
43 45 15
22 58 81
27 86 31
61 77 45
18 95 34
4 89 13
63 80 91
22 58 51
17 45 84
73 94 2
20 54 37
1 9 87
45 52 82
17 45 55
1 9 41
38 81 46
42 81 22
3 93 54
0 57 55
16 99 19
4 74 53
73 94 32
3 74 6
11 28 35
1 9 86
7 33 23
23 93 98
51 75 92
14 46 95
67 74 58
36 91 20
3 93 91
1 88 9
23 93 81
17 19 76
14 46 86
28 94 52
1 9 10
45 74 56
27 66 29
27 86 60
23 93 95
71 95 72
61 77 6
2 86 25
4 89 35
23 93 50
7 33 44
70 76 22
22 58 5
7 33 76
15 24 25
15 24 57
17 45 22
42 81 20
71 95 19
68 81 3
71 95 52
6 9 7
0 57 1
47 53 2
0 57 79
23 93 50
47 53 51
1 42 49
67 74 40
52 57 30
27 86 15
80 98 95
4 89 2
50 89 32
68 81 12
18 95 96
45 52 92
7 53 69
22 58 61
71 95 29
68 81 70
11 28 60
38 81 92
38 81 79
16 45 76
20 40 35
73 94 85
20 54 12
20 54 65
55 62 7
4 89 93
4 81 94
43 45 86
38 81 69
20 54 20
42 81 16
73 94 53
7 33 21
11 28 59
61 77 15
1 55 49
23 93 21
68 81 48
28 32 62
4 89 12
55 62 59
1 9 83
13 48 59
1 55 45
11 28 48
6 9 13
67 74 55
50 89 33
26 48 50
1 88 96
80 98 20
27 66 100
47 84 85
7 53 15
24 94 25
43 45 9
28 94 67
12 71 38
4 74 39
67 74 13
42 81 50
47 53 37
55 62 91
60 98 70
4 81 63
38 81 77
1 9 40
23 93 17
18 95 88
47 84 75
16 99 67
20 54 46
4 74 5
11 28 46
70 76 6
42 56 56
15 24 72
60 98 45
27 86 47
22 58 52
14 46 13
7 33 18
16 45 66
20 40 16
7 33 82
61 77 50
52 57 86
16 99 41
73 94 37
38 81 76
71 95 76
2 86 78
38 81 23
2 86 9
11 61 97
1 55 24
2 86 55
4 89 82
36 91 16
38 81 10
27 86 100
46 72 91
52 57 84
43 45 6
38 81 39
38 82 77
23 93 32
16 45 67
2 86 83
47 53 70
60 98 29
1 9 78
73 94 51
3 93 32
50 89 56
30 38 8
2 86 78
37 54 31
2 86 25
39 49 2
43 45 91
50 89 88
11 28 40
80 98 88
38 82 79
38 81 84
1 55 84
38 82 76
4 89 61
27 66 87
1 9 77
71 95 10
46 98 4
26 48 70
20 54 51
0 57 89
11 28 16
23 93 55
3 35 65
55 62 41
38 81 82
73 94 52
4 81 28
8 60 25
10 93 82
70 76 92
11 70 50
12 71 45
31 34 8
67 85 57
27 66 40
1 55 8
42 56 43
67 74 67
11 61 24
33 67 55
45 74 15
52 57 77
12 71 18
68 81 90
33 67 21
28 32 82
7 33 53
52 57 17
38 82 13
55 62 56
42 56 54
10 93 59
4 81 43
61 77 98
30 38 94
51 75 15
60 98 92
38 81 10
2 86 34
73 94 11
45 52 40
73 94 52
12 71 53
27 66 50
71 95 73
27 86 84
16 45 29
50 89 51
12 71 84
67 85 51
22 58 34
27 86 52
23 93 7
70 76 73
23 93 76
15 24 77
20 54 23
11 28 61
23 93 52
7 33 57
0 57 87
73 94 42
15 24 38
65 71 11
33 67 34
11 28 13
4 89 6
31 34 15
18 95 79
1 9 4
47 53 86
68 81 77
27 66 7
45 52 46
70 76 60
1 9 59
12 71 73
50 89 54
24 94 53
4 81 50
4 89 94
17 45 26
68 81 58
3 35 38
7 53 58
73 94 91
45 74 30
12 71 42
20 54 44
42 56 3
20 54 85
27 66 44
10 93 33
4 81 36
1 88 3
16 45 3
23 93 33
11 28 36
63 80 90
18 95 75
52 57 47
44 88 11
38 81 51
22 58 50
60 98 30
52 57 80
73 94 28
46 72 32
78 92 39
18 95 68
0 57 92
6 9 10
32 36 25
7 53 34
43 45 18
45 52 25
68 81 29
16 45 16
7 33 68
4 89 29
22 58 54
73 94 83
34 90 28
0 57 49
16 45 20
73 94 53
16 45 49
17 45 81
6 9 2
0 57 75
68 81 65
1 55 11
23 93 6
8 60 55
38 81 74
16 45 84
0 57 22
11 28 76
2 79 12
17 19 94
0 57 28
11 28 33
16 99 30
73 94 39
24 94 49
45 96 93
38 81 61
28 32 89
38 82 56
30 38 59
33 67 86
27 86 14
27 86 7
73 94 99
11 28 66
38 81 12
12 71 100
0 57 77
20 54 36
43 45 30
46 98 18
0 57 58
20 54 60
43 45 13
34 90 98
44 88 43
42 81 64
1 9 9
47 53 41
68 81 77
0 57 96
42 81 28
3 34 35
45 52 55
47 53 95
15 24 5
23 93 3
10 93 89
45 74 64
4 81 75
13 40 82
16 99 17
73 94 35
7 53 1
23 93 38
38 81 74
0 57 70
68 81 26
23 93 41
1 55 45
50 89 32
30 38 10
10 93 74
28 94 89
20 54 73
73 94 99
22 58 87
15 24 19
11 61 71
11 28 38
7 33 65
67 85 6
67 85 61
18 95 90
17 45 50
11 28 66
11 87 15
43 45 44
12 71 78
70 76 28
26 48 29
30 38 14
38 81 92
1 9 62
71 95 1
46 72 69
1 88 43
1 55 71
67 85 64
16 45 98
11 28 86
27 86 17
68 81 13
11 28 64
8 60 5
1 42 89
27 86 95
27 86 16
23 93 99
15 24 52
81 94 72
16 45 47
73 94 32
16 45 49
31 34 10
45 52 37
78 92 63
60 61 43
31 34 37
52 57 95
68 81 90
43 45 4
28 94 8
78 92 14
26 48 10
23 93 92
28 94 50
73 94 68
15 37 22
